ensembl	gene_name	entrezgene	protein	busco
ENSG00000154511	DIPK1A	388650.0	ENSP00000482478	89853at9347
ENSG00000257008	GPR142	350383.0	ENSP00000464632	128810at9347
ENSG00000072134	EPN2	22905.0	ENSP00000320543	82235at9347
ENSG00000185627	PSMD13	5719.0	ENSP00000436186	108073at9347
ENSG00000143033	MTF2	22823.0	ENSP00000443295	56466at9347
ENSG00000072832	CRMP1	1400.0	ENSP00000380987	48704at9347
ENSG00000135945	REV1	51455.0	ENSP00000377091	15557at9347
ENSG00000198863	RUNDC1	146923.0	ENSP00000354622	87728at9347
ENSG00000189410	SH2D5	400745.0	ENSP00000406026	98879at9347
ENSG00000110171	TRIM3	10612.0	ENSP00000340797	37041at9347
ENSG00000176927	EFCAB5	374786.0	ENSP00000378312	14863at9347
ENSG00000150756	ATPSCKMT	134145.0	ENSP00000422338	170261at9347
ENSG00000150753	CCT5	22948.0	ENSP00000423318	71833at9347
ENSG00000198092	TMPRSS11F	389208.0	ENSP00000348639	87586at9347
ENSG00000211450	SELENOH	280636.0	ENSP00000434511	200052at9347
ENSG00000131653	TRAF7	84231.0	ENSP00000318944	49630at9347
ENSG00000177483	RBM44	375316.0	ENSP00000321179	51246at9347
ENSG00000139625	MAP3K12	7786.0	ENSP00000449038	48777at9347
ENSG00000267281	ATF7-NPFF	114108587.0	ENSP00000466174	110460at9347
ENSG00000142186	SCYL1	57410.0	ENSP00000431635	44986at9347
ENSG00000164237	CMBL	134147.0	ENSP00000296658	159235at9347
ENSG00000145491	ROPN1L	83853.0	ENSP00000421405	163498at9347
ENSG00000176155	CCDC57	284001.0	ENSP00000374292	78087at9347
ENSG00000151726	ACSL1	2180.0	ENSP00000516351	43917at9347
ENSG00000143502	SUSD4	55061.0	ENSP00000344219	93847at9347
ENSG00000167965	MLST8	64223.0	ENSP00000457870	113650at9347
ENSG00000108528	SLC25A11	8402.0	ENSP00000225665	125176at9347
ENSG00000136205	TNS3	64759.0	ENSP00000516118	13430at9347
ENSG00000198774	RASSF9	9182.0	ENSP00000354884	99850at9347
ENSG00000135341	MAP3K7	6885.0	ENSP00000358338	67314at9347
ENSG00000133636	NTS	4922.0	ENSP00000256010	180566at9347
ENSG00000162620	LRRIQ3	127255.0	ENSP00000378524	54909at9347
ENSG00000108523	RNF167	26001.0	ENSP00000459324	140764at9347
ENSG00000182050	MGAT4C	25834.0	ENSP00000447253	79614at9347
ENSG00000116783	TNNI3K	51086.0	ENSP00000322251	30421at9347
ENSG00000114956	DGUOK	1716.0	ENSP00000264093	155717at9347
ENSG00000019144	PHLDB1	23187.0	ENSP00000354498	19941at9347
ENSG00000187605	TET3	200424.0	ENSP00000386869	6977at9347
ENSG00000122545	SEPTIN7	989.0	ENSP00000381992	103866at9347
ENSG00000198380	GFPT1	2673.0	ENSP00000349860	44786at9347
ENSG00000178965	ERICH3	127254.0	ENSP00000322609	36508at9347
ENSG00000105186	ANKRD27	84079.0	ENSP00000304292	20400at9347
ENSG00000113583	C5orf15	56951.0	ENSP00000231512	178502at9347
ENSG00000213585	VDAC1	7416.0	ENSP00000265333	135622at9347
ENSG00000118492	ADGB	79747.0	ENSP00000381036	11901at9347
ENSG00000135999	EPC2	26122.0	ENSP00000258484	49984at9347
ENSG00000081059	TCF7	6932.0	ENSP00000340347	130046at9347
ENSG00000091640	SPAG7	9552.0	ENSP00000461145	173457at9347
ENSG00000175110	MRPS22	56945.0	ENSP00000418008	132404at9347
ENSG00000186326	RGS9BP	388531.0	ENSP00000334134	186876at9347
ENSG00000213965	NUDT19	390916.0	ENSP00000380251	131807at9347
ENSG00000173809	TDRD12	91646.0	ENSP00000416248	13759at9347
ENSG00000162623	TYW3	127253.0	ENSP00000359904	155993at9347
ENSG00000108509	CAMTA2	23125.0	ENSP00000412886	25544at9347
ENSG00000171566	PLRG1	5356.0	ENSP00000424417	66578at9347
ENSG00000085741	WNT11	7481.0	ENSP00000325526	117391at9347
ENSG00000182685	BRICD5	283870.0	ENSP00000332389	155239at9347
ENSG00000021488	SLC7A9	11136.0	ENSP00000464822	98134at9347
ENSG00000167967	E4F1	1877.0	ENSP00000301727	53412at9347
ENSG00000144895	EIF2A	83939.0	ENSP00000420537	63739at9347
ENSG00000171564	FGB	2244.0	ENSP00000306099	84050at9347
ENSG00000047188	YTHDC2	64848.0	ENSP00000161863	11088at9347
ENSG00000109991	P2RX3	5024.0	ENSP00000263314	101923at9347
ENSG00000171560	FGA	2243.0	ENSP00000498441	65278at9347
ENSG00000154358	OBSCN	84033.0	ENSP00000284548	60at9347
ENSG00000129250	KIF1C	10749.0	ENSP00000320821	31459at9347
ENSG00000171557	FGG	2266.0	ENSP00000384860	101000at9347
ENSG00000126266	FFAR1	2864.0	ENSP00000246553	156211at9347
ENSG00000150556	LYPD6B	130576.0	ENSP00000387077	176021at9347
ENSG00000139574	NPFF	8620.0	ENSP00000267017	191643at9347
ENSG00000186710	CFAP73	387885.0	ENSP00000333915	180682at9347
ENSG00000167969	ECI1	1632.0	ENSP00000301729	154898at9347
ENSG00000123064	DDX54	79039.0	ENSP00000304072	39426at9347
ENSG00000136059	VILL	50853.0	ENSP00000283713	32705at9347
ENSG00000187123	LYPD6	130574.0	ENSP00000386413	179157at9347
ENSG00000026508	CD44	960.0	ENSP00000389830	56581at9347
ENSG00000174136	RGMB	285704.0	ENSP00000308219	98796at9347
ENSG00000168288	MMADHC	27249.0	ENSP00000301920	135135at9347
ENSG00000249115	HAUS5	23354.0	ENSP00000439056	84524at9347
ENSG00000153922	CHD1	1105.0	ENSP00000479403	10402at9347
ENSG00000139405	RITA1	84934.0	ENSP00000448289	160430at9347
ENSG00000152661	GJA1	2697.0	ENSP00000497283	112929at9347
ENSG00000166578	IQCD	115811.0	ENSP00000400669	160332at9347
ENSG00000159674	SPON2	10417.0	ENSP00000290902	124845at9347
ENSG00000114686	MRPL3	11222.0	ENSP00000264995	107227at9347
ENSG00000135457	TFCP2	7024.0	ENSP00000257915	78490at9347
ENSG00000109458	GAB1	2549.0	ENSP00000262994	43689at9347
ENSG00000126254	RBM42	79171.0	ENSP00000466044	173534at9347
ENSG00000144115	THNSL2	55258.0	ENSP00000501453	84574at9347
ENSG00000196388	INCA1	388324.0	ENSP00000511805	176475at9347
ENSG00000181315	ZNF322	79692.0	ENSP00000418897	93009at9347
ENSG00000151552	QDPR	5860.0	ENSP00000281243	166231at9347
ENSG00000176204	LRRTM4	80059.0	ENSP00000387228	75857at9347
ENSG00000196353	CPNE4	131034.0	ENSP00000478878	61674at9347
ENSG00000115963	RND3	390.0	ENSP00000364886	156679at9347
ENSG00000105672	ETV2	2116.0	ENSP00000368312	186811at9347
ENSG00000173818	ENDOV	284131.0	ENSP00000429190	125588at9347
ENSG00000112977	DAP	1611.0	ENSP00000230895	197271at9347
ENSG00000163683	SMIM14	201895.0	ENSP00000295958	195656at9347
ENSG00000115970	THADA	63892.0	ENSP00000386088	5014at9347
ENSG00000105668	UPK1A	11045.0	ENSP00000222275	156391at9347
ENSG00000170477	KRT4	3851.0	ENSP00000448220	117517at9347
ENSG00000102575	ACP5	54.0	ENSP00000468767	121116at9347
ENSG00000185640	KRT79	338785.0	ENSP00000328358	111106at9347
ENSG00000164506	STXBP5	134957.0	ENSP00000516590	15559at9347
ENSG00000129455	KLK8	11202.0	ENSP00000375682	158760at9347
ENSG00000145198	VWA5B2	90113.0	ENSP00000509115	17823at9347
ENSG00000175221	MED16	10025.0	ENSP00000379153	27992at9347
ENSG00000173421	IHO1	339834.0	ENSP00000296449	79290at9347
ENSG00000078177	N4BP2	55728.0	ENSP00000261435	12681at9347
ENSG00000102934	PLLP	51090.0	ENSP00000219207	186694at9347
ENSG00000164485	IL22RA2	116379.0	ENSP00000296980	163041at9347
ENSG00000118520	ARG1	383.0	ENSP00000499826	133240at9347
ENSG00000178096	BOLA1	51027.0	ENSP00000358149	190608at9347
ENSG00000159164	SV2A	9900.0	ENSP00000358142	51480at9347
ENSG00000073111	MCM2	4171.0	ENSP00000265056	33401at9347
ENSG00000103326	CAPN15	6650.0	ENSP00000219611	30120at9347
ENSG00000173011	TADA2B	93624.0	ENSP00000308022	150603at9347
ENSG00000182612	TSPAN10	83882.0	ENSP00000484664	153106at9347
ENSG00000109519	GRPEL1	80273.0	ENSP00000264954	177780at9347
ENSG00000143368	SF3B4	10262.0	ENSP00000271628	161294at9347
ENSG00000172007	RAB33B	83452.0	ENSP00000498778	163700at9347
ENSG00000161992	PRR35	146325.0	ENSP00000386499	135782at9347
ENSG00000145365	TIFA	92610.0	ENSP00000516322	173068at9347
ENSG00000112282	MED23	9439.0	ENSP00000346588	9424at9347
ENSG00000120251	GRIA2	2891.0	ENSP00000515446	28093at9347
ENSG00000116852	KIF21B	23046.0	ENSP00000328494	9623at9347
ENSG00000114631	PODXL2	50512.0	ENSP00000345359	115284at9347
ENSG00000146013	GFRA3	2676.0	ENSP00000274721	110843at9347
ENSG00000113070	HBEGF	1839.0	ENSP00000230990	183475at9347
ENSG00000174562	KLK15	55554.0	ENSP00000469315	152053at9347
ENSG00000115604	IL18R1	8809.0	ENSP00000386663	82225at9347
ENSG00000114626	ABTB1	80325.0	ENSP00000232744	89783at9347
ENSG00000113140	SPARC	6678.0	ENSP00000231061	135232at9347
ENSG00000141349	G6PC3	92579.0	ENSP00000269097	115999at9347
ENSG00000139437	TCHP	84260.0	ENSP00000384520	155135at9347
ENSG00000167595	PROSER3	148137.0	ENSP00000512345	152917at9347
ENSG00000235118	FAM237A	200726.0	ENSP00000490802	176420at9347
ENSG00000184924	PTRHD1	391356.0	ENSP00000330389	192544at9347
ENSG00000187715	KBTBD12	166348.0	ENSP00000385957	45967at9347
ENSG00000076513	ANKRD13A	88455.0	ENSP00000261739	65562at9347
ENSG00000074416	MGLL	11343.0	ENSP00000404146	145397at9347
ENSG00000161929	SCIMP	388325.0	ENSP00000461269	191233at9347
ENSG00000225950	NTF4	4909.0	ENSP00000512384	185056at9347
ENSG00000084090	STARD7	56910.0	ENSP00000338030	131584at9347
ENSG00000091127	PUS7	54517.0	ENSP00000417402	55858at9347
ENSG00000078687	TNRC6C	57690.0	ENSP00000512514	13535at9347
ENSG00000105255	FSD1	79187.0	ENSP00000221856	81578at9347
ENSG00000180353	HCLS1	3059.0	ENSP00000320176	103623at9347
ENSG00000122970	IFT81	28981.0	ENSP00000449718	53121at9347
ENSG00000157764	BRAF	673.0	ENSP00000419060	44503at9347
ENSG00000138829	FBN2	2201.0	ENSP00000262464	1038at9347
ENSG00000134326	CMPK2	129607.0	ENSP00000256722	100856at9347
ENSG00000121101	TEX14	56155.0	ENSP00000268910	16915at9347
ENSG00000178297	TMPRSS9	360200.0	ENSP00000497651	29274at9347
ENSG00000115942	ORC2	4999.0	ENSP00000234296	81063at9347
ENSG00000129951	PLPPR3	79948.0	ENSP00000352962	50502at9347
ENSG00000173226	IQCB1	9657.0	ENSP00000311505	68389at9347
ENSG00000198858	R3HDM4	91300.0	ENSP00000355385	164580at9347
ENSG00000110169	HPX	3263.0	ENSP00000265983	90550at9347
ENSG00000070019	GUCY2C	2984.0	ENSP00000261170	18307at9347
ENSG00000155511	GRIA1	2890.0	ENSP00000516520	26014at9347
ENSG00000081248	CACNA1S	779.0	ENSP00000355192	6028at9347
ENSG00000145088	EAF2	55840.0	ENSP00000273668	161401at9347
ENSG00000163406	SLC15A2	6565.0	ENSP00000417085	50413at9347
ENSG00000084463	WBP11	51729.0	ENSP00000261167	133319at9347
ENSG00000152527	PLEKHH2	130271.0	ENSP00000282406	11583at9347
ENSG00000089639	GMIP	51291.0	ENSP00000203556	39449at9347
ENSG00000153157	SYCP2L	221711.0	ENSP00000283141	45704at9347
ENSG00000163440	PDCL2	132954.0	ENSP00000295645	163147at9347
ENSG00000108256	NUFIP2	57532.0	ENSP00000225388	60312at9347
ENSG00000111339	ART4	420.0	ENSP00000228936	152869at9347
ENSG00000111859	NEDD9	4739.0	ENSP00000368759	33800at9347
ENSG00000111341	MGP	4256.0	ENSP00000445907	200894at9347
ENSG00000139055	ERP27	121506.0	ENSP00000266397	159637at9347
ENSG00000259207	ITGB3	3690.0	ENSP00000513002	35349at9347
ENSG00000138036	DYNC2LI1	51626.0	ENSP00000260605	118035at9347
ENSG00000178732	GP5	2814.0	ENSP00000383931	123177at9347
ENSG00000065534	MYLK	4638.0	ENSP00000354004	5004at9347
ENSG00000090989	EXOC1	55763.0	ENSP00000370695	29894at9347
ENSG00000105726	ATP13A1	57130.0	ENSP00000349877	22900at9347
ENSG00000171681	ATF7IP	55729.0	ENSP00000261168	30024at9347
ENSG00000174529	TMEM81	388730.0	ENSP00000356135	163088at9347
ENSG00000116984	MTR	4548.0	ENSP00000355536	12470at9347
ENSG00000138075	ABCG5	64240.0	ENSP00000384513	54212at9347
ENSG00000122786	CALD1	800.0	ENSP00000398826	154495at9347
ENSG00000145879	SPINK7	84651.0	ENSP00000274565	198188at9347
ENSG00000174799	CEP135	9662.0	ENSP00000257287	29180at9347
ENSG00000143921	ABCG8	64241.0	ENSP00000272286	68323at9347
ENSG00000145868	FBXO38	81545.0	ENSP00000296701	18479at9347
ENSG00000274529	SEBOX	645832.0	ENSP00000444503	185316at9347
ENSG00000064547	LPAR2	9170.0	ENSP00000384665	133809at9347
ENSG00000167524	RSKR	124923.0	ENSP00000301037	109664at9347
ENSG00000121316	PLBD1	79887.0	ENSP00000240617	69170at9347
ENSG00000125744	RTN2	6253.0	ENSP00000245923	130059at9347
ENSG00000091527	CDV3	55573.0	ENSP00000508628	185499at9347
ENSG00000138380	CARF	79800.0	ENSP00000384006	58163at9347
ENSG00000154556	SORBS2	8470.0	ENSP00000511888	16509at9347
ENSG00000156639	ZFAND3	60685.0	ENSP00000287218	179712at9347
ENSG00000122971	ACADS	35.0	ENSP00000242592	113453at9347
ENSG00000163781	TOPBP1	11073.0	ENSP00000260810	9866at9347
ENSG00000183826	BTBD9	114781.0	ENSP00000418751	57168at9347
ENSG00000157837	SPPL3	121665.0	ENSP00000288680	122841at9347
ENSG00000143819	EPHX1	2052.0	ENSP00000272167	87837at9347
ENSG00000124767	GLO1	2739.0	ENSP00000362463	171498at9347
ENSG00000146477	SLC22A3	6581.0	ENSP00000275300	112785at9347
ENSG00000177464	GPR4	2828.0	ENSP00000319744	105952at9347
ENSG00000168779	SHOX2	6474.0	ENSP00000419362	166615at9347
ENSG00000085511	MAP3K4	4216.0	ENSP00000355886	8966at9347
ENSG00000164270	HTR4	3360.0	ENSP00000428320	103847at9347
ENSG00000171824	EXOSC10	5394.0	ENSP00000307307	31646at9347
ENSG00000167548	KMT2D	8085.0	ENSP00000506726	830at9347
ENSG00000187527	ATP13A5	344905.0	ENSP00000341942	18583at9347
ENSG00000128595	CALU	813.0	ENSP00000249364	120436at9347
ENSG00000070081	NUCB2	4925.0	ENSP00000433542	124185at9347
ENSG00000105639	JAK3	3718.0	ENSP00000391676	22340at9347
ENSG00000266202			ENSP00000462879	202733at9347
ENSG00000138095	LRPPRC	10128.0	ENSP00000260665	13630at9347
ENSG00000117616	RSRP1	57035.0	ENSP00000243189	197713at9347
ENSG00000122008	POLK	51426.0	ENSP00000241436	39066at9347
ENSG00000254986	DPP3	10072.0	ENSP00000435284	29559at9347
ENSG00000109452	INPP4B	8821.0	ENSP00000425487	28529at9347
ENSG00000196220	SRGAP3	9901.0	ENSP00000373347	20062at9347
ENSG00000105641	SLC5A5	6528.0	ENSP00000222248	78075at9347
ENSG00000187010	RHD	6007.0	ENSP00000498055	111056at9347
ENSG00000112530	PACRG	135138.0	ENSP00000337946	151208at9347
ENSG00000179295	PTPN11	5781.0	ENSP00000491593	56888at9347
ENSG00000178691	SUZ12	23512.0	ENSP00000316578	45965at9347
ENSG00000175449	RFESD	317671.0	ENSP00000369341	178415at9347
ENSG00000125084	WNT1	7471.0	ENSP00000293549	115179at9347
ENSG00000183955	KMT5A	387893.0	ENSP00000384629	128550at9347
ENSG00000114857	NKTR	4820.0	ENSP00000232978	34736at9347
ENSG00000205177	C11orf91	100131378.0	ENSP00000368296	196702at9347
ENSG00000145757	SPATA9	83890.0	ENSP00000325491	158908at9347
ENSG00000112531	QKI	9444.0	ENSP00000354951	143464at9347
ENSG00000109794	FAM149A	25854.0	ENSP00000374005	68332at9347
ENSG00000173588	CEP83	51134.0	ENSP00000380911	57846at9347
ENSG00000110429	FBXO3	26273.0	ENSP00000265651	93484at9347
ENSG00000164292	RHOBTB3	22836.0	ENSP00000369318	52668at9347
ENSG00000068654	POLR1A	25885.0	ENSP00000263857	7047at9347
ENSG00000077454	LRCH4	4034.0	ENSP00000309689	73675at9347
ENSG00000135108	FBXO21	23014.0	ENSP00000483508	64290at9347
ENSG00000175267	VWA3A	146177.0	ENSP00000374049	25448at9347
ENSG00000081189	MEF2C	4208.0	ENSP00000421925	88472at9347
ENSG00000133805	AMPD3	272.0	ENSP00000379802	39421at9347
ENSG00000173157	ADAMTS20	80070.0	ENSP00000374071	3636at9347
ENSG00000183921	SDR42E2	100288072.0	ENSP00000473474	97119at9347
ENSG00000152784	PRDM8	56978.0	ENSP00000423985	148523at9347
ENSG00000198087	CD2AP	23607.0	ENSP00000352264	81087at9347
ENSG00000075651	PLD1	5337.0	ENSP00000348681	17443at9347
ENSG00000115232	ITGA4	3676.0	ENSP00000380227	24042at9347
ENSG00000138675	FGF5	2250.0	ENSP00000311697	171986at9347
ENSG00000008282	SYPL1	6856.0	ENSP00000388336	161546at9347
ENSG00000124818	OPN5	221391.0	ENSP00000426991	117387at9347
ENSG00000177951	BET1L	51272.0	ENSP00000372210	195112at9347
ENSG00000112394	SLC16A10	117247.0	ENSP00000357844	89775at9347
ENSG00000048342	CC2D2A	57545.0	ENSP00000421809	11556at9347
ENSG00000148935	GAS2	2620.0	ENSP00000401145	141342at9347
ENSG00000009413	REV3L	5980.0	ENSP00000357792	1521at9347
ENSG00000214336	FOXI3	344167.0	ENSP00000478384	144832at9347
ENSG00000172073	SPMIP9	200523.0	ENSP00000307142	176061at9347
ENSG00000153574	RPIA	22934.0	ENSP00000283646	147596at9347
ENSG00000105819	PMPCB	9512.0	ENSP00000516380	73191at9347
ENSG00000114650	SCAP	22937.0	ENSP00000265565	19990at9347
ENSG00000124440	HIF3A	64344.0	ENSP00000366898	58224at9347
ENSG00000127948	POR	5447.0	ENSP00000516442	48337at9347
ENSG00000134817	APLNR	187.0	ENSP00000257254	125115at9347
ENSG00000149305	HTR3B	9177.0	ENSP00000260191	95326at9347
ENSG00000059728	MXD1	4084.0	ENSP00000410672	178952at9347
ENSG00000135299	ANKRD6	22881.0	ENSP00000518190	61491at9347
ENSG00000169564	PCBP1	5093.0	ENSP00000305556	111135at9347
ENSG00000115998	C2orf42	54980.0	ENSP00000264434	59686at9347
ENSG00000011485	PPP5C	5536.0	ENSP00000012443	74456at9347
ENSG00000164134	NAA15	80155.0	ENSP00000514910	29598at9347
ENSG00000154781	CCDC174	51244.0	ENSP00000373304	135384at9347
ENSG00000115827	DCAF17	80067.0	ENSP00000364404	66782at9347
ENSG00000139436	GIT2	9815.0	ENSP00000391813	41851at9347
ENSG00000010318	PHF7	51533.0	ENSP00000333024	105256at9347
ENSG00000071967	CYBRD1	79901.0	ENSP00000319141	152693at9347
ENSG00000262304			ENSP00000461416	82543at9347
ENSG00000169515	CCDC8	83987.0	ENSP00000513420	167113at9347
ENSG00000040531	CTNS	1497.0	ENSP00000500995	105714at9347
ENSG00000237651	C2orf74	339804.0	ENSP00000402915	193154at9347
ENSG00000141965	FEM1A	55527.0	ENSP00000269856	56023at9347
ENSG00000127666	TICAM1	148022.0	ENSP00000248244	106651at9347
ENSG00000112308	C6orf62	81688.0	ENSP00000367359	159391at9347
ENSG00000105355	PLIN3	10226.0	ENSP00000221957	115934at9347
ENSG00000260286	ARMH2	101928603.0	ENSP00000454913	166226at9347
ENSG00000096696	DSP	1832.0	ENSP00000518230	2436at9347
ENSG00000178252	WDR6	11180.0	ENSP00000378857	15319at9347
ENSG00000204178	MACO1	55219.0	ENSP00000363463	63034at9347
ENSG00000124356	STAMBP	10617.0	ENSP00000344742	106867at9347
ENSG00000205784	ARRDC5	645432.0	ENSP00000371200	128941at9347
ENSG00000249693	SPMAP2L	100506564.0	ENSP00000456850	102873at9347
ENSG00000276043	UHRF1	29128.0	ENSP00000484739	38605at9347
ENSG00000213977	TAX1BP3	30851.0	ENSP00000225525	193397at9347
ENSG00000257950	P2RX5-TAX1BP3		ENSP00000455681	93718at9347
ENSG00000198860	TSEN15	116461.0	ENSP00000355299	181426at9347
ENSG00000127774	EMC6	83460.0	ENSP00000248378	203117at9347
ENSG00000163931	TKT	7086.0	ENSP00000417773	56534at9347
ENSG00000160838	LRRC71	149499.0	ENSP00000336661	113177at9347
ENSG00000010704	HFE	3077.0	ENSP00000380217	136858at9347
ENSG00000006576	PHTF2	57157.0	ENSP00000403042	45753at9347
ENSG00000166359	WDR88	126248.0	ENSP00000355148	94691at9347
ENSG00000130881	LRP3	4037.0	ENSP00000253193	36107at9347
ENSG00000130876	SLC7A10	56301.0	ENSP00000253188	79018at9347
ENSG00000113649	TCERG1	10915.0	ENSP00000296702	56665at9347
ENSG00000143382	ADAMTSL4	54507.0	ENSP00000358035	26985at9347
ENSG00000163507	CIP2A	57650.0	ENSP00000295746	33801at9347
ENSG00000083457	ITGAE	3682.0	ENSP00000263087	23024at9347
ENSG00000153879	CEBPG	1054.0	ENSP00000499062	195408at9347
ENSG00000113851	CRBN	51185.0	ENSP00000491442	86707at9347
ENSG00000110777	POU2AF1	5450.0	ENSP00000376786	155814at9347
ENSG00000177602	HASPIN	83903.0	ENSP00000325290	61496at9347
ENSG00000184557	SOCS3	9021.0	ENSP00000330341	170903at9347
ENSG00000087157	PGS1	9489.0	ENSP00000262764	83601at9347
ENSG00000250799	PRODH2	58510.0	ENSP00000499779	99712at9347
ENSG00000204381	LAYN	143903.0	ENSP00000364765	110674at9347
ENSG00000076944	STXBP2	6813.0	ENSP00000221283	55810at9347
ENSG00000157077	ZFYVE9	9372.0	ENSP00000287727	12089at9347
ENSG00000137707	BTG4	54766.0	ENSP00000348300	174585at9347
ENSG00000183644	HOATZ	399949.0	ENSP00000364768	185836at9347
ENSG00000197980	LEKR1	389170.0	ENSP00000348936	77081at9347
ENSG00000151117	TMEM86A	144110.0	ENSP00000280734	167581at9347
ENSG00000124299	PEPD	5184.0	ENSP00000244137	73487at9347
ENSG00000110786	PTPN5	84867.0	ENSP00000435056	77790at9347
ENSG00000162542	TMCO4	255104.0	ENSP00000294543	74287at9347
ENSG00000161040	FBXL13	222235.0	ENSP00000390126	55198at9347
ENSG00000197826	CFAP299	255119.0	ENSP00000350818	159536at9347
ENSG00000146021	KLHL3	26249.0	ENSP00000424828	54069at9347
ENSG00000152785	BMP3	651.0	ENSP00000282701	90696at9347
ENSG00000224940	PRRT4	401399.0	ENSP00000415026	137191at9347
ENSG00000138669	PRKG2	5593.0	ENSP00000264399	34980at9347
ENSG00000163882	POLR2H	5437.0	ENSP00000392913	173580at9347
ENSG00000178922	HYI	81888.0	ENSP00000461969	148691at9347
ENSG00000108433	GOSR2	9570.0	ENSP00000492736	170236at9347
ENSG00000030110	BAK1	578.0	ENSP00000363591	179867at9347
ENSG00000096433	ITPR3	3710.0	ENSP00000363435	1843at9347
ENSG00000145495	MARCHF6	10299.0	ENSP00000274140	33622at9347
ENSG00000138696	BMPR1B	658.0	ENSP00000426617	69257at9347
ENSG00000166086	JAM3	83700.0	ENSP00000299106	144527at9347
ENSG00000139631	CSAD	51380.0	ENSP00000267085	72579at9347
ENSG00000123612	ACVR1C	130399.0	ENSP00000243349	76103at9347
ENSG00000151502	VPS26B	112936.0	ENSP00000281187	142534at9347
ENSG00000115170	ACVR1	90.0	ENSP00000507086	72599at9347
ENSG00000182168	UNC5C	8633.0	ENSP00000406022	22500at9347
ENSG00000137288	UQCC2	84300.0	ENSP00000363348	187571at9347
ENSG00000151500	THYN1	29087.0	ENSP00000376374	162895at9347
ENSG00000161896	IP6K3	117283.0	ENSP00000293756	110547at9347
ENSG00000173531	MST1	4485.0	ENSP00000414287	34228at9347
ENSG00000161904	LEMD2	221496.0	ENSP00000293760	116639at9347
ENSG00000182158	CREB3L2	64764.0	ENSP00000329140	102909at9347
ENSG00000105698	USF2	7392.0	ENSP00000222305	140365at9347
ENSG00000112624	BICRAL	23506.0	ENSP00000313933	28190at9347
ENSG00000151498	ACAD8	27034.0	ENSP00000281182	99815at9347
ENSG00000124574	ABCC10	89845.0	ENSP00000361608	19453at9347
ENSG00000105849	POLR1F	221830.0	ENSP00000222567	156618at9347
ENSG00000164024	METAP1	23173.0	ENSP00000296411	104324at9347
ENSG00000173452	TMEM196	256130.0	ENSP00000385087	186683at9347
ENSG00000004897	CDC27	996.0	ENSP00000066544	39213at9347
ENSG00000071462	BUD23	114049.0	ENSP00000265758	150339at9347
ENSG00000185662	SMIM23	644994.0	ENSP00000430818	201186at9347
ENSG00000250722	SELENOP	6414.0	ENSP00000420939	145870at9347
ENSG00000171462	DLK2	65989.0	ENSP00000361566	115723at9347
ENSG00000155957	TMBIM4	51643.0	ENSP00000350965	169551at9347
ENSG00000105697	HAMP	57817.0	ENSP00000471894	203849at9347
ENSG00000105695	MAG	4099.0	ENSP00000355234	59530at9347
ENSG00000128714	HOXD13	3239.0	ENSP00000376322	157837at9347
ENSG00000137221	TJAP1	93643.0	ENSP00000361521	119846at9347
ENSG00000170178	HOXD12	3238.0	ENSP00000385586	159280at9347
ENSG00000128710	HOXD10	3236.0	ENSP00000249501	124459at9347
ENSG00000080802	CNOT4	4850.0	ENSP00000388491	63274at9347
ENSG00000177030	DEAF1	10522.0	ENSP00000371846	99905at9347
ENSG00000134982	APC	324.0	ENSP00000426541	3044at9347
ENSG00000112759	SLC29A1	2030.0	ENSP00000498610	106444at9347
ENSG00000161813	LARP4	113251.0	ENSP00000415464	46118at9347
ENSG00000108384	RAD51C	5889.0	ENSP00000463121	119790at9347
ENSG00000105699	LSR	51599.0	ENSP00000472569	106189at9347
ENSG00000128645	HOXD1	3231.0	ENSP00000328598	148946at9347
ENSG00000015520	NPC1L1	29881.0	ENSP00000289547	15973at9347
ENSG00000144218	AFF3	3899.0	ENSP00000387207	26232at9347
ENSG00000266173	STRADA	92335.0	ENSP00000491580	89587at9347
ENSG00000136271	DDX56	54606.0	ENSP00000258772	73787at9347
ENSG00000103544	VPS35L	57020.0	ENSP00000251143	24670at9347
ENSG00000163138	PACRGL	133015.0	ENSP00000423914	154882at9347
ENSG00000113441	LNPEP	4012.0	ENSP00000231368	22044at9347
ENSG00000181555	SETD2	29072.0	ENSP00000491413	3294at9347
ENSG00000115526	CHST10	9486.0	ENSP00000264249	104931at9347
ENSG00000151503	NCAPD3	23310.0	ENSP00000433681	14351at9347
ENSG00000145721	LIX1	167410.0	ENSP00000274382	151938at9347
ENSG00000028203	VEZT	55591.0	ENSP00000410083	43919at9347
ENSG00000273111	LYPD4	147719.0	ENSP00000476510	158202at9347
ENSG00000142025	DMRTC2	63946.0	ENSP00000469525	129390at9347
ENSG00000135924	DNAJB2	3300.0	ENSP00000414796	165631at9347
ENSG00000157593	SLC35B2	347734.0	ENSP00000377401	112297at9347
ENSG00000146232	NFKBIE	4794.0	ENSP00000480216	152187at9347
ENSG00000105404	RABAC1	10567.0	ENSP00000222008	175321at9347
ENSG00000146221	TCTE1	202500.0	ENSP00000360560	100001at9347
ENSG00000124608	AARS2	57505.0	ENSP00000244571	30936at9347
ENSG00000138381	ASNSD1	54529.0	ENSP00000260952	69673at9347
ENSG00000249481	SPATS1	221409.0	ENSP00000501191	169430at9347
ENSG00000128694	OSGEPL1	64172.0	ENSP00000264151	100830at9347
