ensembl	gene_name	entrez	protein	busco
ENSG00000143486	EIF2D	1939.0	ENSP00000271764	83832at40674
ENSG00000114204	SERPINI2	5276.0	ENSP00000264677	113176at40674
ENSG00000058453	CROCC	9696.0	ENSP00000364691	15387at40674
ENSG00000114473	IQCG	84223.0	ENSP00000265239	161493at40674
ENSG00000188997	KCTD21	283219.0	ENSP00000339340	165368at40674
ENSG00000157212	PAXIP1	22976.0	ENSP00000384048	36801at40674
ENSG00000118369	USP35	57558.0	ENSP00000431876	37786at40674
ENSG00000143494	VASH2	79805.0	ENSP00000428324	124017at40674
ENSG00000185621	LMLN	89782.0	ENSP00000410926	58819at40674
ENSG00000033327	GAB2	9846.0	ENSP00000343959	52640at40674
ENSG00000215883	CYB5RL	606495.0	ENSP00000434343	138182at40674
ENSG00000009335	UBE3C	9690.0	ENSP00000309198	21284at40674
ENSG00000162650	ATXN7L2	127002.0	ENSP00000358886	67244at40674
ENSG00000129317	PUS7L	83448.0	ENSP00000343081	56048at40674
ENSG00000120334	CENPL	91687.0	ENSP00000323543	131375at40674
ENSG00000114745	GORASP1	64689.0	ENSP00000313869	125203at40674
ENSG00000166508	MCM7	4176.0	ENSP00000307288	47160at40674
ENSG00000198001	IRAK4	51135.0	ENSP00000446490	109766at40674
ENSG00000213265	TSGA13	114960.0	ENSP00000348996	164013at40674
ENSG00000115275	MOGS	7841.0	ENSP00000410992	47664at40674
ENSG00000119231	SENP5	205564.0	ENSP00000327197	47721at40674
ENSG00000163975	MELTF	4241.0	ENSP00000296350	41142at40674
ENSG00000158636	EMSY	56946.0	ENSP00000433205	26820at40674
ENSG00000099617	EFNA2	1943.0	ENSP00000215368	171217at40674
ENSG00000185761	ADAMTSL5	339366.0	ENSP00000327608	95395at40674
ENSG00000105976	MET	4233.0	ENSP00000380860	11643at40674
ENSG00000116748	AMPD1	270.0	ENSP00000358551	39796at40674
ENSG00000138442	WDR12	55759.0	ENSP00000261015	106713at40674
ENSG00000177414	UBE2U	148581.0	ENSP00000481174	179297at40674
ENSG00000087502	ERGIC2	51290.0	ENSP00000353270	106211at40674
ENSG00000164483	SAMD3	154075.0	ENSP00000357116	77147at40674
ENSG00000135838	NPL	80896.0	ENSP00000258317	133947at40674
ENSG00000122512	PMS2	5395.0	ENSP00000265849	45191at40674
ENSG00000084444	FAM234B	57613.0	ENSP00000197268	65554at40674
ENSG00000180198	RCC1	1104.0	ENSP00000362938	103921at40674
ENSG00000167767	KRT80	144501.0	ENSP00000378292	134302at40674
ENSG00000055044	NOP58	51602.0	ENSP00000264279	100440at40674
ENSG00000204344	STK19	8859.0	ENSP00000364480	178559at40674
ENSG00000135480	KRT7	3855.0	ENSP00000329243	115237at40674
ENSG00000180176	TH	7054.0	ENSP00000325951	89556at40674
ENSG00000204217	BMPR2	659.0	ENSP00000363708	25780at40674
ENSG00000105568	PPP2R1A	5518.0	ENSP00000324804	56375at40674
ENSG00000143536	CRNN	49860.0	ENSP00000271835	193533at40674
ENSG00000137343	ATAT1	79969.0	ENSP00000365668	122115at40674
ENSG00000092850	TEKT2	27285.0	ENSP00000207457	113196at40674
ENSG00000138439	FAM117B	150864.0	ENSP00000376071	147417at40674
ENSG00000161849	KRT84	3890.0	ENSP00000257951	124431at40674
ENSG00000161850	KRT82	3888.0	ENSP00000257974	94618at40674
ENSG00000116863	ADPRS	54936.0	ENSP00000362273	157652at40674
ENSG00000171812	COL8A2	1296.0	ENSP00000305913	171182at40674
ENSG00000243943	ZNF512	84450.0	ENSP00000369040	78333at40674
ENSG00000170454	KRT75	9119.0	ENSP00000252245	117130at40674
ENSG00000116871	MAP7D1	55700.0	ENSP00000362244	127338at40674
ENSG00000064201	TSPAN32	10077.0	ENSP00000370513	185401at40674
ENSG00000128594	LRRC4	64101.0	ENSP00000249363	52894at40674
ENSG00000119760	SUPT7L	9913.0	ENSP00000384469	116136at40674
ENSG00000174697	LEP	3952.0	ENSP00000312652	198679at40674
ENSG00000188015	S100A3	6274.0	ENSP00000357701	205975at40674
ENSG00000189334	S100A14	57402.0	ENSP00000340463	204491at40674
ENSG00000106617	PRKAG2	51422.0	ENSP00000498886	109756at40674
ENSG00000189171	S100A13	6284.0	ENSP00000344822	207510at40674
ENSG00000143553	SNAPIN	23557.0	ENSP00000357674	207458at40674
ENSG00000214193	SH3D21	79729.0	ENSP00000403476	98795at40674
ENSG00000196182	STK40	83931.0	ENSP00000362221	102451at40674
ENSG00000116885	OSCP1	127700.0	ENSP00000235532	111079at40674
ENSG00000132305	IMMT	10989.0	ENSP00000387227	63681at40674
ENSG00000162009	SSTR5	6755.0	ENSP00000293897	151420at40674
ENSG00000116898	MRPS15	64960.0	ENSP00000362208	182433at40674
ENSG00000167286	CD3D	915.0	ENSP00000300692	199777at40674
ENSG00000110921	MVK	4598.0	ENSP00000228510	148956at40674
ENSG00000221838	AP4M1	9179.0	ENSP00000352603	108120at40674
ENSG00000162129	CLPB	81570.0	ENSP00000441518	53876at40674
ENSG00000111602	TIMELESS	8914.0	ENSP00000450607	24940at40674
ENSG00000135932	CAB39	51719.0	ENSP00000258418	123100at40674
ENSG00000163092	XIRP2	129446.0	ENSP00000387255	2644at40674
ENSG00000274386	TMEM269	100129924.0	ENSP00000490213	170965at40674
ENSG00000120370	GORAB	92344.0	ENSP00000356737	144424at40674
ENSG00000004487	KDM1A	23028.0	ENSP00000383042	47578at40674
ENSG00000106537	TSPAN13	27075.0	ENSP00000262067	182868at40674
ENSG00000110025	SNX15	29907.0	ENSP00000366452	153717at40674
ENSG00000104976	SNAPC2	6618.0	ENSP00000221573	199032at40674
ENSG00000115966	ATF2	1386.0	ENSP00000264110	93107at40674
ENSG00000099308	MAST3	23031.0	ENSP00000513409	19261at40674
ENSG00000131374	TBC1D5	9779.0	ENSP00000402935	56782at40674
ENSG00000168061	SAC3D1	29901.0	ENSP00000436649	133144at40674
ENSG00000162706	CADM3	57863.0	ENSP00000357106	106398at40674
ENSG00000179639	FCER1A	2205.0	ENSP00000357097	179071at40674
ENSG00000067182	TNFRSF1A	7132.0	ENSP00000162749	167603at40674
ENSG00000142677	IL22RA1	58985.0	ENSP00000270800	99924at40674
ENSG00000162300	ZFPL1	7542.0	ENSP00000294258	158231at40674
ENSG00000185436	IFNLR1	163702.0	ENSP00000327824	131083at40674
ENSG00000149809	TM7SF2	7108.0	ENSP00000279263	126791at40674
ENSG00000163435	ELF3	1999.0	ENSP00000352673	134747at40674
ENSG00000163702	IL17RC	84818.0	ENSP00000384969	50213at40674
ENSG00000196290	NIF3L1	60491.0	ENSP00000386394	105170at40674
ENSG00000174276	ZNHIT2	741.0	ENSP00000308548	152097at40674
ENSG00000005007	UPF1	5976.0	ENSP00000262803	23699at40674
ENSG00000162298	SYVN1	84447.0	ENSP00000294256	111897at40674
ENSG00000119242	CCDC92	80212.0	ENSP00000238156	150322at40674
ENSG00000105088	OLFM2	93145.0	ENSP00000465809	103712at40674
ENSG00000116991	SIPA1L2	57568.0	ENSP00000355589	7722at40674
ENSG00000135519	KCNH3	23416.0	ENSP00000257981	27530at40674
ENSG00000176771	NCKAP5	344148.0	ENSP00000387128	12363at40674
ENSG00000187778	MCRS1	10445.0	ENSP00000345358	103345at40674
ENSG00000117501	MROH9	80133.0	ENSP00000356733	66821at40674
ENSG00000187800	PEAR1	375033.0	ENSP00000292357	21700at40674
ENSG00000132694	ARHGEF11	9826.0	ENSP00000357177	15404at40674
ENSG00000110844	PRPF40B	25766.0	ENSP00000448073	75405at40674
ENSG00000172752	COL6A5	256076.0	ENSP00000362250	3412at40674
ENSG00000117036	ETV3	2117.0	ENSP00000357175	84265at40674
ENSG00000142698	C1orf94	84970.0	ENSP00000435634	77563at40674
ENSG00000173402	DAG1	1605.0	ENSP00000312435	45083at40674
ENSG00000163932	PRKCD	5580.0	ENSP00000331602	47146at40674
ENSG00000163344	PMVK	10654.0	ENSP00000357452	183563at40674
ENSG00000163346	PBXIP1	57326.0	ENSP00000357448	106982at40674
ENSG00000160691	SHC1	6464.0	ENSP00000401303	80369at40674
ENSG00000167460	TPM4	7171.0	ENSP00000494125	196791at40674
ENSG00000144659	SLC25A38	54977.0	ENSP00000497532	145992at40674
ENSG00000144655	CSRNP1	64651.0	ENSP00000273153	102667at40674
ENSG00000168334	XIRP1	165904.0	ENSP00000379550	61875at40674
ENSG00000123407	HOXC12	3228.0	ENSP00000243103	208756at40674
ENSG00000123388	HOXC11	3227.0	ENSP00000446680	150891at40674
ENSG00000180818	HOXC10	3226.0	ENSP00000307321	125425at40674
ENSG00000168329	CX3CR1	1524.0	ENSP00000382166	142862at40674
ENSG00000131386	GALNT15	117248.0	ENSP00000344260	73721at40674
ENSG00000197757	HOXC6	3223.0	ENSP00000243108	169178at40674
ENSG00000276045	ORAI1	84876.0	ENSP00000482568	158580at40674
ENSG00000160688	FLAD1	80308.0	ENSP00000317296	100879at40674
ENSG00000174527	MYO1H	283446.0	ENSP00000439182	23728at40674
ENSG00000154814	OXNAD1	92106.0	ENSP00000285083	142023at40674
ENSG00000004478	FKBP4	2288.0	ENSP00000001008	102792at40674
ENSG00000110324	IL10RA	3587.0	ENSP00000227752	125355at40674
ENSG00000163354	DCST2	127579.0	ENSP00000357409	86670at40674
ENSG00000123636	BAZ2B	29994.0	ENSP00000376534	9036at40674
ENSG00000111203	ITFG2	55846.0	ENSP00000228799	98018at40674
ENSG00000163357	DCST1	149095.0	ENSP00000295542	72578at40674
ENSG00000166311	SMPD1	6609.0	ENSP00000340409	53606at40674
ENSG00000111206	FOXM1	2305.0	ENSP00000352901	57866at40674
ENSG00000143537	ADAM15	8751.0	ENSP00000403843	46643at40674
ENSG00000125629	INSIG2	51141.0	ENSP00000245787	164232at40674
ENSG00000163913	IFT122	55764.0	ENSP00000324005	12271at40674
ENSG00000179532	DNHD1	144132.0	ENSP00000254579	894at40674
ENSG00000171792	RHNO1	83695.0	ENSP00000438590	185703at40674
ENSG00000138018	SELENOI	85465.0	ENSP00000260585	110496at40674
ENSG00000078246	TULP3	7289.0	ENSP00000410051	98731at40674
ENSG00000175352	NRIP3	56675.0	ENSP00000310205	180673at40674
ENSG00000110696	C11orf58	10944.0	ENSP00000228136	195784at40674
ENSG00000182450	KCNK4	50801.0	ENSP00000378033	141323at40674
ENSG00000257057	C11orf97	643037.0	ENSP00000490577	199588at40674
ENSG00000168032	ENTPD3	956.0	ENSP00000301825	99928at40674
ENSG00000134627	PIWIL4	143689.0	ENSP00000299001	41949at40674
ENSG00000180881	CAPS2	84698.0	ENSP00000514274	80134at40674
ENSG00000196371	FUT4	2526.0	ENSP00000351602	106955at40674
ENSG00000125753	VASP	7408.0	ENSP00000245932	161877at40674
ENSG00000149262	INTS4	92105.0	ENSP00000434466	23905at40674
ENSG00000135624	CCT7	10574.0	ENSP00000258091	71482at40674
ENSG00000076248	UNG	7374.0	ENSP00000337398	142486at40674
ENSG00000076650	GPATCH1	55094.0	ENSP00000170564	50161at40674
ENSG00000168036	CTNNB1	1499.0	ENSP00000344456	36263at40674
ENSG00000014914	MTMR11	10903.0	ENSP00000391668	80644at40674
ENSG00000245848	CEBPA	1050.0	ENSP00000427514	178032at40674
ENSG00000111325	OGFOD2	79676.0	ENSP00000228922	141044at40674
ENSG00000170802	FOXN2	3344.0	ENSP00000343633	111259at40674
ENSG00000086827	ZW10	9183.0	ENSP00000200135	39913at40674
ENSG00000198483	ANKRD35	148741.0	ENSP00000347802	58679at40674
ENSG00000143127	ITGA10	8515.0	ENSP00000358310	19187at40674
ENSG00000110400	NECTIN1	5818.0	ENSP00000264025	83924at40674
ENSG00000131779	PEX11B	8799.0	ENSP00000437510	178562at40674
ENSG00000177084	POLE	5426.0	ENSP00000322570	2911at40674
ENSG00000048028	USP28	57646.0	ENSP00000513009	22478at40674
ENSG00000271601	LIX1L	128077.0	ENSP00000474487	152502at40674
ENSG00000272031	ANKRD34A	284615.0	ENSP00000475189	103366at40674
ENSG00000121851	POLR3GL	84265.0	ENSP00000358320	198273at40674
ENSG00000265972	TXNIP	10628.0	ENSP00000462521	118458at40674
ENSG00000104812	GYS1	2997.0	ENSP00000317904	48296at40674
ENSG00000115355	CCDC88A	55704.0	ENSP00000410608	7854at40674
ENSG00000139636	LMBR1L	55716.0	ENSP00000267102	91247at40674
ENSG00000149218	ENDOD1	23052.0	ENSP00000278505	103616at40674
ENSG00000149212	SESN3	143686.0	ENSP00000441927	100502at40674
ENSG00000227868	TEX46	729059.0	ENSP00000487236	209349at40674
ENSG00000175104	TRAF6	7189.0	ENSP00000337853	73159at40674
ENSG00000162373	BEND5	79656.0	ENSP00000360899	102949at40674
ENSG00000166349	RAG1	5896.0	ENSP00000299440	22238at40674
ENSG00000175097	RAG2	5897.0	ENSP00000308620	68898at40674
ENSG00000130528	HRC	3270.0	ENSP00000252825	121001at40674
ENSG00000204006	C1orf185	284546.0	ENSP00000360824	192420at40674
ENSG00000175264	CHST1	8534.0	ENSP00000309270	99541at40674
ENSG00000117533	VAMP4	8674.0	ENSP00000236192	203684at40674
ENSG00000181830	SLC35C1	55343.0	ENSP00000313318	119920at40674
ENSG00000173653	RCE1	9986.0	ENSP00000309163	150732at40674
ENSG00000135506	OS9	10956.0	ENSP00000318165	79281at40674
ENSG00000116194	ANGPTL1	9068.0	ENSP00000234816	78623at40674
ENSG00000189001	SBSN	374897.0	ENSP00000430242	184439at40674
ENSG00000142621	FHAD1	114827.0	ENSP00000506973	31947at40674
ENSG00000105677	TMEM147	10430.0	ENSP00000222284	170575at40674
ENSG00000149798	CDC42EP2	10435.0	ENSP00000279249	182074at40674
ENSG00000126391	FRMD8	83786.0	ENSP00000319726	104064at40674
ENSG00000187094	CCK	885.0	ENSP00000335657	207246at40674
ENSG00000157093	LYZL4	131375.0	ENSP00000287748	200258at40674
ENSG00000173039	RELA	5970.0	ENSP00000384273	85098at40674
ENSG00000213892	CEACAM16	388551.0	ENSP00000385576	97453at40674
ENSG00000142273	CBLC	23624.0	ENSP00000494162	121269at40674
ENSG00000080200	CRYBG3	131544.0	ENSP00000374273	2160at40674
ENSG00000170854	RIOX2	84864.0	ENSP00000328251	94583at40674
ENSG00000157103	SLC6A1	6529.0	ENSP00000287766	57263at40674
ENSG00000078098	FAP	2191.0	ENSP00000188790	39352at40674
ENSG00000182898	TCHHL1	126637.0	ENSP00000357796	123062at40674
ENSG00000060642	PIGV	55650.0	ENSP00000078527	127659at40674
ENSG00000204160	ZDHHC18	84243.0	ENSP00000363257	121051at40674
ENSG00000174243	DDX23	9416.0	ENSP00000310723	57977at40674
ENSG00000036257	CUL3	8452.0	ENSP00000264414	37861at40674
ENSG00000175793	SFN	2810.0	ENSP00000340989	170954at40674
ENSG00000198746	GPATCH3	63906.0	ENSP00000354645	112077at40674
ENSG00000090273	NUDC	10726.0	ENSP00000319664	151841at40674
ENSG00000131910	NR0B2	8431.0	ENSP00000254227	148331at40674
ENSG00000290146			ENSP00000480420	164107at40674
ENSG00000188782	CATSPER4	378807.0	ENSP00000390423	123028at40674
ENSG00000185163	DDX51	317781.0	ENSP00000380495	83354at40674
ENSG00000130695	CEP85	64793.0	ENSP00000417002	60288at40674
ENSG00000141279	NPEPPS	9520.0	ENSP00000320324	30096at40674
ENSG00000184967	NOC4L	79050.0	ENSP00000328854	79735at40674
ENSG00000267673	FDX2	112812.0	ENSP00000377311	195393at40674
ENSG00000158062	UBXN11	91544.0	ENSP00000363338	108604at40674
ENSG00000183495	EP400	57634.0	ENSP00000374212	3749at40674
ENSG00000161847	RAVER1	125950.0	ENSP00000482277	74280at40674
ENSG00000163527	STT3B	201595.0	ENSP00000295770	51131at40674
ENSG00000158615	PPP1R15B	84919.0	ENSP00000356156	82423at40674
ENSG00000143006	DMRTB1	63948.0	ENSP00000360500	202072at40674
ENSG00000174332	GLIS1	148979.0	ENSP00000486112	83079at40674
ENSG00000058804	NDC1	55706.0	ENSP00000360483	53229at40674
ENSG00000167468	GPX4	2879.0	ENSP00000483655	173394at40674
ENSG00000105559	PLEKHA4	57664.0	ENSP00000263265	79160at40674
ENSG00000163607	GTPBP8	29083.0	ENSP00000373176	150183at40674
ENSG00000196323	ZBTB44	29068.0	ENSP00000436187	59688at40674
ENSG00000029725	RABEP1	9135.0	ENSP00000445408	38791at40674
ENSG00000163608	NEPRO	25871.0	ENSP00000320251	107254at40674
ENSG00000188822	CNR2	1269.0	ENSP00000363596	125474at40674
ENSG00000134917	ADAMTS8	11095.0	ENSP00000257359	32036at40674
ENSG00000129197	RPAIN	84268.0	ENSP00000370606	174255at40674
ENSG00000020922	MRE11	4361.0	ENSP00000326094	66498at40674
ENSG00000158055	GRHL3	57822.0	ENSP00000354943	64643at40674
ENSG00000184307	ZDHHC23	254887.0	ENSP00000492287	109278at40674
ENSG00000163617	CCDC191	57577.0	ENSP00000295878	57021at40674
ENSG00000005100	DHX33	56919.0	ENSP00000225296	59537at40674
ENSG00000010165	METTL13	51603.0	ENSP00000354920	54717at40674
ENSG00000151576	QTRT2	79691.0	ENSP00000281273	112182at40674
ENSG00000168876	ANKRD49	54851.0	ENSP00000303518	168992at40674
ENSG00000185507	IRF7	3665.0	ENSP00000434009	134764at40674
ENSG00000151577	DRD3	1814.0	ENSP00000373169	124595at40674
ENSG00000167842	MIS12	79003.0	ENSP00000370557	184568at40674
ENSG00000137760	ALKBH8	91801.0	ENSP00000374219	55892at40674
ENSG00000108559	NUP88	4927.0	ENSP00000458954	46605at40674
ENSG00000170893	TRH	7200.0	ENSP00000426522	200933at40674
ENSG00000155657	TTN	7273.0	ENSP00000465570	1155at40674
ENSG00000135845	PIGC	5279.0	ENSP00000356701	160289at40674
ENSG00000187994	RINL	126432.0	ENSP00000467107	117470at40674
ENSG00000111537	IFNG	3458.0	ENSP00000229135	195001at40674
ENSG00000137500	CCDC90B	60492.0	ENSP00000434724	167308at40674
ENSG00000108406	DHX40	79665.0	ENSP00000251241	34106at40674
ENSG00000111536	IL26	55801.0	ENSP00000229134	203602at40674
ENSG00000061938	TNK2	10188.0	ENSP00000500887	26457at40674
ENSG00000127318	IL22	50616.0	ENSP00000329384	197170at40674
ENSG00000111554	MDM1	56890.0	ENSP00000507100	63457at40674
ENSG00000198625	MDM4	4194.0	ENSP00000356150	110400at40674
ENSG00000178882	RFLNA	100533183.0	ENSP00000315626	199779at40674
ENSG00000104825	NFKBIB	4793.0	ENSP00000312988	151668at40674
ENSG00000123415	SMUG1	23583.0	ENSP00000338606	174117at40674
ENSG00000262484	CCER2	643669.0	ENSP00000460665	194818at40674
ENSG00000104835	SARS2	54938.0	ENSP00000221431	82122at40674
ENSG00000149177	PTPRJ	5795.0	ENSP00000400010	25820at40674
ENSG00000117713	ARID1A	8289.0	ENSP00000320485	9574at40674
ENSG00000167941	SOST	50964.0	ENSP00000301691	192242at40674
ENSG00000108861	DUSP3	1845.0	ENSP00000226004	193849at40674
ENSG00000231256	CFAP97D1	284067.0	ENSP00000415662	186478at40674
ENSG00000072274	TFRC	7037.0	ENSP00000353224	55368at40674
ENSG00000161647	MPP3	4356.0	ENSP00000381425	65154at40674
ENSG00000149781	FERMT3	83706.0	ENSP00000339950	57803at40674
ENSG00000128626	MRPS12	6183.0	ENSP00000308845	198598at40674
ENSG00000178053	MLF1	4291.0	ENSP00000417278	163233at40674
ENSG00000085433	WDR47	22911.0	ENSP00000358982	33033at40674
ENSG00000129351	ILF3	3609.0	ENSP00000468156	62974at40674
ENSG00000078618	NRDC	4898.0	ENSP00000346890	21323at40674
ENSG00000079257	LXN	56925.0	ENSP00000264265	166383at40674
ENSG00000072756	TRNT1	51095.0	ENSP00000251607	96886at40674
ENSG00000087884	AAMDC	28971.0	ENSP00000377078	199455at40674
ENSG00000110651	CD81	975.0	ENSP00000433767	166063at40674
ENSG00000131381	RBSN	64145.0	ENSP00000253699	58328at40674
ENSG00000166405	RIC3	79608.0	ENSP00000344904	153299at40674
ENSG00000163728	TTC14	151613.0	ENSP00000296015	68833at40674
ENSG00000167604	NFKBID	84807.0	ENSP00000380109	137563at40674
ENSG00000073614	KDM5A	5927.0	ENSP00000382688	8194at40674
ENSG00000110057	UNC93B1	81622.0	ENSP00000227471	74596at40674
ENSG00000076928	ARHGEF1	9138.0	ENSP00000516658	43391at40674
ENSG00000185104	FAF1	11124.0	ENSP00000379457	57256at40674
ENSG00000284862	CCDC39	339829.0	ENSP00000417960	53040at40674
ENSG00000137496	IL18BP	10068.0	ENSP00000338723	197199at40674
ENSG00000120647	CCDC77	84318.0	ENSP00000391870	155667at40674
ENSG00000117523	PRRC2C	23215.0	ENSP00000356716	6228at40674
ENSG00000170004	CHD3	1107.0	ENSP00000350907	6612at40674
ENSG00000205981	DNAJC19	131118.0	ENSP00000372005	201846at40674
ENSG00000175513	TSGA10IP	254187.0	ENSP00000484252	137880at40674
ENSG00000143374	TARS2	80222.0	ENSP00000358060	54560at40674
ENSG00000165912	PACSIN3	29763.0	ENSP00000298838	101256at40674
ENSG00000220201	ZGLP1	100125288.0	ENSP00000516709	152577at40674
ENSG00000134574	DDB2	1643.0	ENSP00000256996	96885at40674
ENSG00000183395	PMCH	5367.0	ENSP00000332225	201302at40674
ENSG00000182134	TDRKH	11022.0	ENSP00000357812	76110at40674
ENSG00000017427	IGF1	3479.0	ENSP00000376637	194740at40674
ENSG00000188010	MORN2	729967.0	ENSP00000386563	204940at40674
ENSG00000066405	CLDN18	51208.0	ENSP00000340939	165035at40674
ENSG00000134575	ACP2	53.0	ENSP00000256997	114699at40674
ENSG00000067715	SYT1	6857.0	ENSP00000261205	127128at40674
ENSG00000118017	A4GNT	51146.0	ENSP00000236709	137008at40674
ENSG00000138231	DBR1	51163.0	ENSP00000260803	72824at40674
ENSG00000114098	ARMC8	25852.0	ENSP00000419413	48018at40674
ENSG00000163492	CCDC141	285025.0	ENSP00000390190	22195at40674
ENSG00000181027	FKRP	79147.0	ENSP00000326570	93099at40674
ENSG00000072182	ASIC4	55515.0	ENSP00000508764	74272at40674
ENSG00000025434	NR1H3	10062.0	ENSP00000378793	100001at40674
ENSG00000119772	DNMT3A	1788.0	ENSP00000264709	31825at40674
ENSG00000105281	SLC1A5	6510.0	ENSP00000444408	139202at40674
ENSG00000042753	AP2S1	1175.0	ENSP00000263270	193660at40674
ENSG00000176915	ANKLE2	23141.0	ENSP00000350686	36698at40674
ENSG00000104805	NUCB1	4924.0	ENSP00000516537	144659at40674
ENSG00000247077	PGAM5	192111.0	ENSP00000438465	162707at40674
ENSG00000115648	MLPH	79083.0	ENSP00000341845	137249at40674
ENSG00000175206	NPPA	4878.0	ENSP00000365663	198359at40674
ENSG00000071282	LMCD1	29995.0	ENSP00000157600	110723at40674
ENSG00000110395	CBL	867.0	ENSP00000489324	33937at40674
ENSG00000174231	PRPF8	10594.0	ENSP00000515362	2376at40674
ENSG00000168003	SLC3A2	6520.0	ENSP00000340815	134311at40674
ENSG00000188039	NWD1	284434.0	ENSP00000447224	13652at40674
ENSG00000162409	PRKAA2	5563.0	ENSP00000360290	87350at40674
ENSG00000196189	SEMA4A	64218.0	ENSP00000347117	52771at40674
ENSG00000150455	TIRAP	114609.0	ENSP00000376446	189758at40674
ENSG00000182533	CAV3	859.0	ENSP00000341940	191650at40674
ENSG00000084764	MAPRE3	22924.0	ENSP00000233121	144238at40674
ENSG00000180914	OXTR	5021.0	ENSP00000324270	123877at40674
ENSG00000077097	TOP2B	7155.0	ENSP00000396704	9941at40674
ENSG00000119777	TMEM214	54867.0	ENSP00000238788	63446at40674
ENSG00000121361	KCNJ8	3764.0	ENSP00000240662	112035at40674
ENSG00000018236	CNTN1	1272.0	ENSP00000325660	21756at40674
ENSG00000181523	SGSH	6448.0	ENSP00000314606	82880at40674
ENSG00000149084	HSD17B12	51144.0	ENSP00000278353	139107at40674
ENSG00000175707	KDF1	126695.0	ENSP00000319179	139658at40674
ENSG00000084693	AGBL5	60509.0	ENSP00000433830	39906at40674
ENSG00000122482	ZNF644	84146.0	ENSP00000337008	15043at40674
ENSG00000181045	SLC26A11	284129.0	ENSP00000355384	83591at40674
ENSG00000104783	KCNN4	3783.0	ENSP00000496939	122886at40674
ENSG00000138080	EMILIN1	11117.0	ENSP00000369677	49821at40674
ENSG00000187961	KLHL17	339451.0	ENSP00000343930	63211at40674
ENSG00000013573	DDX11	1663.0	ENSP00000443426	41781at40674
ENSG00000138073	PREB	10113.0	ENSP00000260643	117966at40674
ENSG00000087095	NLK	51701.0	ENSP00000384625	92887at40674
ENSG00000173230	GOLGB1	2804.0	ENSP00000484083	3227at40674
ENSG00000087191	PSMC5	5705.0	ENSP00000364970	112605at40674
ENSG00000116604	MEF2D	4209.0	ENSP00000271555	101319at40674
ENSG00000186143	PRR30	339779.0	ENSP00000335017	153311at40674
ENSG00000163792	TCF23	150921.0	ENSP00000296096	190022at40674
ENSG00000138074	SLC5A6	8884.0	ENSP00000310208	82157at40674
ENSG00000084774	CAD	790.0	ENSP00000264705	3296at40674
ENSG00000163818	LZTFL1	54585.0	ENSP00000506925	153658at40674
ENSG00000173825	TIGD3	220359.0	ENSP00000308354	115362at40674
ENSG00000157014	TATDN2	9797.0	ENSP00000287652	75635at40674
ENSG00000176994	SMCR8	140775.0	ENSP00000385025	32858at40674
ENSG00000130164	LDLR	3949.0	ENSP00000454071	34908at40674
ENSG00000163793	DNAJC5G	285126.0	ENSP00000385829	200020at40674
ENSG00000137747	TMPRSS13	84000.0	ENSP00000434279	101323at40674
ENSG00000138100	TRIM54	57159.0	ENSP00000369415	133100at40674
ENSG00000132155	RAF1	5894.0	ENSP00000251849	52331at40674
ENSG00000278845	MRPL45	84311.0	ENSP00000484903	135409at40674
ENSG00000115204	MPV17	4358.0	ENSP00000385671	188150at40674
ENSG00000133884	DPF2	5977.0	ENSP00000436901	111543at40674
ENSG00000277363	SRCIN1	80725.0	ENSP00000483931	16802at40674
ENSG00000123352	SPATS2	65244.0	ENSP00000326841	92301at40674
ENSG00000166439	RNF169	254225.0	ENSP00000299563	92481at40674
ENSG00000170903	MSANTD4	84437.0	ENSP00000304713	163823at40674
ENSG00000182359	KBTBD3	143879.0	ENSP00000432163	57123at40674
ENSG00000149313	AASDHPPT	60496.0	ENSP00000278618	136946at40674
ENSG00000089163	SIRT4	23409.0	ENSP00000202967	135250at40674
ENSG00000138085	ATRAID	51374.0	ENSP00000369518	157333at40674
ENSG00000155755	TMEM237	65062.0	ENSP00000387203	157915at40674
ENSG00000167646	DNAAF3	352909.0	ENSP00000432046	87164at40674
ENSG00000084636	COL16A1	1307.0	ENSP00000362776	62504at40674
ENSG00000198056	PRIM1	5557.0	ENSP00000350491	96316at40674
ENSG00000177917	ARL6IP6	151188.0	ENSP00000315357	193493at40674
ENSG00000139154	AEBP2	121536.0	ENSP00000266508	141081at40674
ENSG00000019102	VSIG2	23584.0	ENSP00000318684	121611at40674
ENSG00000180089	TMEM86B	255043.0	ENSP00000321038	197201at40674
ENSG00000154134	ROBO3	64221.0	ENSP00000380903	16866at40674
ENSG00000118046	STK11	6794.0	ENSP00000490268	93548at40674
ENSG00000143149	ALDH9A1	223.0	ENSP00000346827	74899at40674
ENSG00000143164	DCAF6	55827.0	ENSP00000356814	46034at40674
ENSG00000179796	LRRC3B	116135.0	ENSP00000379880	152323at40674
ENSG00000134533	RERG	85004.0	ENSP00000256953	177192at40674
ENSG00000176040	TMPRSS7	344805.0	ENSP00000411645	38774at40674
ENSG00000139289	PHLDA1	22822.0	ENSP00000266671	170520at40674
ENSG00000177981	ASB8	140461.0	ENSP00000320893	140913at40674
ENSG00000169554	ZEB2	9839.0	ENSP00000386854	17059at40674
ENSG00000154133	ROBO4	54538.0	ENSP00000304945	72229at40674
ENSG00000090539	CHRD	8646.0	ENSP00000408972	27186at40674
